"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Den Helder";56334;"2023-05-15";"2023-05-21";1;1,8;45,15
"Deurne";32606;"2023-05-15";"2023-05-21";0;0;46,81
"Deventer";101446;"2023-05-15";"2023-05-21";1;1;115,86
"Diemen";31822;"2023-05-15";"2023-05-21";0;0;477,61
"Dijk en Waard";87695;"2023-05-15";"2023-05-21";1;1,1;41,78
"Dinkelland";26594;"2023-05-15";"2023-05-21";0;0;65,73
"Doesburg";11036;"2023-05-15";"2023-05-21";0;0;
"Doetinchem";58546;"2023-05-15";"2023-05-21";0;0;41,2
"Dongen";26483;"2023-05-15";"2023-05-21";0;0;197,81
"Dordrecht";119537;"2023-05-15";"2023-05-21";0;0;55,66
"Drechterland";19983;"2023-05-15";"2023-05-21";1;5;
"Drimmelen";27476;"2023-05-15";"2023-05-21";0;0;34,07
"Dronten";42865;"2023-05-15";"2023-05-21";0;0;88,12
"Druten";19178;"2023-05-15";"2023-05-21";0;0;37,85
"Duiven";24946;"2023-05-15";"2023-05-21";0;0;
"Echt-Susteren";31731;"2023-05-15";"2023-05-21";0;0;
"Edam-Volendam";36471;"2023-05-15";"2023-05-21";0;0;122,51
"Ede";119986;"2023-05-15";"2023-05-21";1;0,8;58,12
"Eemnes";9450;"2023-05-15";"2023-05-21";0;0;81,05
"Eemsdelta";45389;"2023-05-15";"2023-05-21";0;0;118,55
"Eersel";19823;"2023-05-15";"2023-05-21";0;0;60,32
"Eijsden-Margraten";25857;"2023-05-15";"2023-05-21";0;0;
"Eindhoven";238326;"2023-05-15";"2023-05-21";2;0,8;60,08
"Elburg";23740;"2023-05-15";"2023-05-21";0;0;96,85
"Emmen";107856;"2023-05-15";"2023-05-21";0;0;
"Enkhuizen";18620;"2023-05-15";"2023-05-21";0;0;
"Enschede";160640;"2023-05-15";"2023-05-21";2;1,2;
"Epe";33257;"2023-05-15";"2023-05-21";0;0;183,64
"Ermelo";27258;"2023-05-15";"2023-05-21";0;0;648,53
"Etten-Leur";44152;"2023-05-15";"2023-05-21";0;0;37,31
"Geertruidenberg";21944;"2023-05-15";"2023-05-21";0;0;37,64
"Geldrop-Mierlo";40131;"2023-05-15";"2023-05-21";0;0;60,04
"Gemert-Bakel";31040;"2023-05-15";"2023-05-21";0;0;33,16
"Gennep";17237;"2023-05-15";"2023-05-21";0;0;
"Gilze en Rijen";26557;"2023-05-15";"2023-05-21";1;3,8;205,61
"Goeree-Overflakkee";51051;"2023-05-15";"2023-05-21";1;2;123,44
"Goes";38950;"2023-05-15";"2023-05-21";2;5,1;270,76
"Goirle";23979;"2023-05-15";"2023-05-21";0;0;64,75
"Gooise Meren";58846;"2023-05-15";"2023-05-21";0;0;171,4
"Gorinchem";37632;"2023-05-15";"2023-05-21";0;0;275,49
"Gouda";74095;"2023-05-15";"2023-05-21";2;2,7;145,61
"Groningen";234950;"2023-05-15";"2023-05-21";2;0,9;84,52
"Gulpen-Wittem";14178;"2023-05-15";"2023-05-21";0;0;
"Haaksbergen";24268;"2023-05-15";"2023-05-21";0;0;156,51
"Haarlem";162898;"2023-05-15";"2023-05-21";0;0;281,4
"Haarlemmermeer";159336;"2023-05-15";"2023-05-21";2;1,3;557,08
"Halderberge";30770;"2023-05-15";"2023-05-21";0;0;34,27
"Hardenberg";61798;"2023-05-15";"2023-05-21";0;0;155,28
"Harderwijk";48857;"2023-05-15";"2023-05-21";0;0;648,16
"Hardinxveld-Giessendam";18511;"2023-05-15";"2023-05-21";0;0;86,81
"Harlingen";15904;"2023-05-15";"2023-05-21";0;0;709,07
"Hattem";12307;"2023-05-15";"2023-05-21";0;0;48,99
"Heemskerk";39189;"2023-05-15";"2023-05-21";0;0;
"Heemstede";27557;"2023-05-15";"2023-05-21";0;0;320,65
"Heerde";18976;"2023-05-15";"2023-05-21";0;0;28,44
"Heerenveen";51119;"2023-05-15";"2023-05-21";0;0;
"Heerlen";86845;"2023-05-15";"2023-05-21";0;0;
"Heeze-Leende";16470;"2023-05-15";"2023-05-21";0;0;60,08
"Heiloo";24417;"2023-05-15";"2023-05-21";0;0;55,57
"Hellendoorn";35940;"2023-05-15";"2023-05-21";0;0;311,1
"Helmond";93476;"2023-05-15";"2023-05-21";2;2,1;33,13
"Hendrik-Ido-Ambacht";31663;"2023-05-15";"2023-05-21";0;0;120,51
"Hengelo";81476;"2023-05-15";"2023-05-21";0;0;
"Het Hogeland";48022;"2023-05-15";"2023-05-21";0;0;75,27
"Heumen";17175;"2023-05-15";"2023-05-21";0;0;118,21
"Heusden";45557;"2023-05-15";"2023-05-21";0;0;36,26
"Hillegom";22312;"2023-05-15";"2023-05-21";0;0;303,7
"Hilvarenbeek";15810;"2023-05-15";"2023-05-21";0;0;68,99
"Hilversum";91733;"2023-05-15";"2023-05-21";0;0;171,4
"Hoeksche Waard";88715;"2023-05-15";"2023-05-21";0;0;196,27
"Hof van Twente";35056;"2023-05-15";"2023-05-21";0;0;115,16
"Hollands Kroon";48778;"2023-05-15";"2023-05-21";1;2,1;60,01
"Hoogeveen";55857;"2023-05-15";"2023-05-21";1;1,8;392,6
"Hoorn";74298;"2023-05-15";"2023-05-21";0;0;
"Horst aan de Maas";43039;"2023-05-15";"2023-05-21";0;0;
"Houten";50323;"2023-05-15";"2023-05-21";0;0;90,46
"Huizen";40938;"2023-05-15";"2023-05-21";0;0;
"Hulst";27533;"2023-05-15";"2023-05-21";0;0;
"IJsselstein";33429;"2023-05-15";"2023-05-21";0;0;52,01
"Kaag en Braassem";27895;"2023-05-15";"2023-05-21";0;0;163,62
"Kampen";54791;"2023-05-15";"2023-05-21";0;0;93,94
"Kapelle";13020;"2023-05-15";"2023-05-21";0;0;270,76
"Katwijk";66032;"2023-05-15";"2023-05-21";1;1,5;166,08
"Kerkrade";45324;"2023-05-15";"2023-05-21";0;0;
"Koggenland";23048;"2023-05-15";"2023-05-21";0;0;41,61
"Krimpen aan den IJssel";29415;"2023-05-15";"2023-05-21";0;0;172,04
"Krimpenerwaard";57062;"2023-05-15";"2023-05-21";0;0;168,16
"Laarbeek";22943;"2023-05-15";"2023-05-21";0;0;33,13
"Land van Cuijk";90707;"2023-05-15";"2023-05-21";0;0;95,51
"Landgraaf";37023;"2023-05-15";"2023-05-21";0;0;
"Landsmeer";11560;"2023-05-15";"2023-05-21";0;0;119,3
"Lansingerland";64110;"2023-05-15";"2023-05-21";0;0;232,64
"Laren";11528;"2023-05-15";"2023-05-21";0;0;81,05
"Leeuwarden";125504;"2023-05-15";"2023-05-21";0;0;118,13
"Leiden";125074;"2023-05-15";"2023-05-21";0;0;165,02
"Leiderdorp";27464;"2023-05-15";"2023-05-21";0;0;164,99
"Leidschendam-Voorburg";76659;"2023-05-15";"2023-05-21";0;0;117,45
"Lelystad";81214;"2023-05-15";"2023-05-21";0;0;
"Leudal";35928;"2023-05-15";"2023-05-21";0;0;
"Leusden";30713;"2023-05-15";"2023-05-21";0;0;136,55
"Lingewaard";46963;"2023-05-15";"2023-05-21";0;0;468,2
"Lisse";23015;"2023-05-15";"2023-05-21";0;0;118,43
"Lochem";34069;"2023-05-15";"2023-05-21";0;0;23,79
"Loon op Zand";23768;"2023-05-15";"2023-05-21";0;0;163,63
"Lopik";14512;"2023-05-15";"2023-05-21";0;0;52,01
"Losser";23084;"2023-05-15";"2023-05-21";0;0;52,39
"Maasdriel";25504;"2023-05-15";"2023-05-21";0;0;48,25
"Maasgouw";24028;"2023-05-15";"2023-05-21";0;0;
"Maashorst";58362;"2023-05-15";"2023-05-21";0;0;69,69
"Maassluis";34148;"2023-05-15";"2023-05-21";0;0;65,84
"Maastricht";121151;"2023-05-15";"2023-05-21";0;0;
"Medemblik";45464;"2023-05-15";"2023-05-21";0;0;41,61
"Meerssen";18581;"2023-05-15";"2023-05-21";0;0;
"Meierijstad";82613;"2023-05-15";"2023-05-21";0;0;65,12
"Meppel";34761;"2023-05-15";"2023-05-21";1;2,9;384,31
"Middelburg";49199;"2023-05-15";"2023-05-21";0;0;662,39
"Midden-Delfland";19484;"2023-05-15";"2023-05-21";0;0;99,87
"Midden-Drenthe";33689;"2023-05-15";"2023-05-21";0;0;234,4
"Midden-Groningen";60898;"2023-05-15";"2023-05-21";0;0;130,45
"Moerdijk";37313;"2023-05-15";"2023-05-21";0;0;44,56
"Molenlanden";44644;"2023-05-15";"2023-05-21";0;0;224,06
"Montferland";36359;"2023-05-15";"2023-05-21";0;0;35,28
"Montfoort";13818;"2023-05-15";"2023-05-21";0;0;30,58
"Mook en Middelaar";7989;"2023-05-15";"2023-05-21";0;0;
"Neder-Betuwe";25032;"2023-05-15";"2023-05-21";0;0;234,79
"Nederweert";17323;"2023-05-15";"2023-05-21";0;0;
"Nieuwegein";64554;"2023-05-15";"2023-05-21";0;0;52,03
"Nieuwkoop";29304;"2023-05-15";"2023-05-21";0;0;58,59
"Nijkerk";44311;"2023-05-15";"2023-05-21";1;2,3;31,04
"Nijmegen";179100;"2023-05-15";"2023-05-21";2;1,1;468,2
"Nissewaard";86332;"2023-05-15";"2023-05-21";1;1,2;318,78
"Noardeast-Fryslân";45593;"2023-05-15";"2023-05-21";0;0;
"Noord-Beveland";7668;"2023-05-15";"2023-05-21";0;0;
"Noordenveld";31238;"2023-05-15";"2023-05-21";1;3,2;43,65
"Noordoostpolder";48048;"2023-05-15";"2023-05-21";0;0;
"Noordwijk";44365;"2023-05-15";"2023-05-21";0;0;369,4
"Nuenen, Gerwen en Nederwetten";23826;"2023-05-15";"2023-05-21";0;0;60,08
"Nunspeet";28223;"2023-05-15";"2023-05-21";1;3,5;96,92
"Oegstgeest";25499;"2023-05-15";"2023-05-21";0;0;165,97
"Oirschot";19061;"2023-05-15";"2023-05-21";0;0;69,27
"Oisterwijk";32503;"2023-05-15";"2023-05-21";0;0;43,93
"Oldambt";38521;"2023-05-15";"2023-05-21";0;0;116,17
"Oldebroek";23930;"2023-05-15";"2023-05-21";0;0;49,06
"Oldenzaal";31741;"2023-05-15";"2023-05-21";0;0;46,43
"Olst-Wijhe";18496;"2023-05-15";"2023-05-21";0;0;61,86
"Ommen";18457;"2023-05-15";"2023-05-21";0;0;288,91
"Oost Gelre";29603;"2023-05-15";"2023-05-21";1;3,4;115,32
"Oosterhout";56535;"2023-05-15";"2023-05-21";1;1,8;37,89
"Ooststellingwerf";25680;"2023-05-15";"2023-05-21";0;0;
"Oostzaan";9639;"2023-05-15";"2023-05-21";0;0;477,61
"Opmeer";12074;"2023-05-15";"2023-05-21";1;8,3;41,61
"Opsterland";29791;"2023-05-15";"2023-05-21";0;0;145,82
"Oss";93307;"2023-05-15";"2023-05-21";0;0;64,82
"Oude IJsselstreek";39387;"2023-05-15";"2023-05-21";0;0;40,49
"Ouder-Amstel";14212;"2023-05-15";"2023-05-21";0;0;304,55
"Oudewater";10159;"2023-05-15";"2023-05-21";0;0;180,53
"Overbetuwe";48266;"2023-05-15";"2023-05-21";0;0;348,62
"Papendrecht";32208;"2023-05-15";"2023-05-21";0;0;532,28
"Peel en Maas";44278;"2023-05-15";"2023-05-21";0;0;
"Pekela";12196;"2023-05-15";"2023-05-21";0;0;217,47
"Pijnacker-Nootdorp";56572;"2023-05-15";"2023-05-21";1;1,8;117,45
"Purmerend";92240;"2023-05-15";"2023-05-21";1;1,1;43,58
"Putten";24598;"2023-05-15";"2023-05-21";0;0;642,64
"Raalte";38140;"2023-05-15";"2023-05-21";0;0;55,16
"Reimerswaal";22920;"2023-05-15";"2023-05-21";1;4,4;170,6
"Renkum";31358;"2023-05-15";"2023-05-21";0;0;
"Renswoude";5651;"2023-05-15";"2023-05-21";0;0;141,71
"Reusel-De Mierden";13271;"2023-05-15";"2023-05-21";0;0;62,01
"Rheden";43435;"2023-05-15";"2023-05-21";1;2,3;
"Rhenen";20265;"2023-05-15";"2023-05-21";0;0;141,71
"Ridderkerk";47099;"2023-05-15";"2023-05-21";0;0;130,76
"Rijssen-Holten";38231;"2023-05-15";"2023-05-21";0;0;84,59
"Rijswijk";56941;"2023-05-15";"2023-05-21";1;1,8;117,45
"Roerdalen";20558;"2023-05-15";"2023-05-21";0;0;
"Roermond";59184;"2023-05-15";"2023-05-21";0;0;
"Roosendaal";77244;"2023-05-15";"2023-05-21";0;0;34,27
"Rotterdam";655468;"2023-05-15";"2023-05-21";5;0,8;361,23
"Rozendaal";1756;"2023-05-15";"2023-05-21";0;0;
"Rucphen";23326;"2023-05-15";"2023-05-21";0;0;34,28
"Schagen";46833;"2023-05-15";"2023-05-21";0;0;51,47
"Scherpenzeel";10317;"2023-05-15";"2023-05-21";0;0;253,28
"Schiedam";79644;"2023-05-15";"2023-05-21";2;2,5;65,95
"Schiermonnikoog";944;"2023-05-15";"2023-05-21";0;0;
"Schouwen-Duiveland";34152;"2023-05-15";"2023-05-21";0;0;40,95
"Simpelveld";10425;"2023-05-15";"2023-05-21";0;0;
"Sint-Michielsgestel";29731;"2023-05-15";"2023-05-21";1;3,4;60,62
"Sittard-Geleen";91719;"2023-05-15";"2023-05-21";2;2,2;81,67
"Sliedrecht";25897;"2023-05-15";"2023-05-21";0;0;73,68
"Sluis";23141;"2023-05-15";"2023-05-21";0;0;
"Smallingerland";55895;"2023-05-15";"2023-05-21";0;0;
"Soest";47113;"2023-05-15";"2023-05-21";0;0;112,56
"Someren";19701;"2023-05-15";"2023-05-21";0;0;90,35
"Son en Breugel";17775;"2023-05-15";"2023-05-21";0;0;60,5
"Stadskanaal";31851;"2023-05-15";"2023-05-21";0;0;80,35
"Staphorst";17282;"2023-05-15";"2023-05-21";1;5,8;385,73
"Stede Broec";21947;"2023-05-15";"2023-05-21";0;0;
"Steenbergen";24333;"2023-05-15";"2023-05-21";0;0;31,11
"Steenwijkerland";44741;"2023-05-15";"2023-05-21";2;4,5;224,23
"Stein";24803;"2023-05-15";"2023-05-21";0;0;81,67
"Stichtse Vecht";65240;"2023-05-15";"2023-05-21";0;0;224,39
"Súdwest-Fryslân";90300;"2023-05-15";"2023-05-21";1;1,1;100,16
"Terneuzen";54501;"2023-05-15";"2023-05-21";0;0;
"Terschelling";4960;"2023-05-15";"2023-05-21";0;0;
"Texel";13687;"2023-05-15";"2023-05-21";0;0;
"Teylingen";37942;"2023-05-15";"2023-05-21";0;0;259,04
"Tholen";26401;"2023-05-15";"2023-05-21";0;0;31,74
"Tiel";42277;"2023-05-15";"2023-05-21";2;4,7;565,99
"Tilburg";224459;"2023-05-15";"2023-05-21";0;0;203,75
"Tubbergen";21364;"2023-05-15";"2023-05-21";0;0;50,47
"Twenterand";33718;"2023-05-15";"2023-05-21";0;0;274,64
"Tynaarlo";34221;"2023-05-15";"2023-05-21";1;2,9;55,54
"Tytsjerksteradiel";32282;"2023-05-15";"2023-05-21";0;0;
"Uitgeest";13563;"2023-05-15";"2023-05-21";0;0;
"Uithoorn";31018;"2023-05-15";"2023-05-21";0;0;308,96
"Urk";21468;"2023-05-15";"2023-05-21";0;0;
"Utrecht";361699;"2023-05-15";"2023-05-21";2;0,6;428,46
"Utrechtse Heuvelrug";49981;"2023-05-15";"2023-05-21";0;0;90,24
"Vaals";10135;"2023-05-15";"2023-05-21";0;0;
"Valkenburg aan de Geul";16167;"2023-05-15";"2023-05-21";0;0;
"Valkenswaard";31236;"2023-05-15";"2023-05-21";0;0;60,08
"Veendam";27466;"2023-05-15";"2023-05-21";0;0;297,13
"Veenendaal";67671;"2023-05-15";"2023-05-21";0;0;141,71
"Veere";21850;"2023-05-15";"2023-05-21";0;0;662,39
"Veldhoven";45822;"2023-05-15";"2023-05-21";0;0;60,08
"Velsen";68482;"2023-05-15";"2023-05-21";0;0;152,23
"Venlo";102136;"2023-05-15";"2023-05-21";0;0;
"Venray";43964;"2023-05-15";"2023-05-21";0;0;
"Vijfheerenlanden";58788;"2023-05-15";"2023-05-21";0;0;269,6
"Vlaardingen";74143;"2023-05-15";"2023-05-21";0;0;65,84
"Vlieland";1195;"2023-05-15";"2023-05-21";0;0;
"Vlissingen";44585;"2023-05-15";"2023-05-21";0;0;662,39
"Voerendaal";12426;"2023-05-15";"2023-05-21";0;0;
"Voorne aan Zee";73238;"2023-05-15";"2023-05-21";1;1,4;202,61
"Voorschoten";25627;"2023-05-15";"2023-05-21";1;3,9;
"Voorst";24994;"2023-05-15";"2023-05-21";0;0;31,93
"Vught";31783;"2023-05-15";"2023-05-21";0;0;37,36
"Waadhoeke";46309;"2023-05-15";"2023-05-21";0;0;162,48
"Waalre";17626;"2023-05-15";"2023-05-21";0;0;60,08
"Waalwijk";49342;"2023-05-15";"2023-05-21";1;2;221,52
"Waddinxveen";31342;"2023-05-15";"2023-05-21";0;0;121,91
"Wageningen";39939;"2023-05-15";"2023-05-21";0;0;63,54
"Wassenaar";27115;"2023-05-15";"2023-05-21";0;0;117,45
"Waterland";17343;"2023-05-15";"2023-05-21";0;0;43,58
"Weert";50346;"2023-05-15";"2023-05-21";0;0;
"West Betuwe";51971;"2023-05-15";"2023-05-21";1;1,9;239,6
"West Maas en Waal";19675;"2023-05-15";"2023-05-21";0;0;65,76
"Westerkwartier";64306;"2023-05-15";"2023-05-21";0;0;145,82
"Westerveld";19854;"2023-05-15";"2023-05-21";0;0;406,75
"Westervoort";14944;"2023-05-15";"2023-05-21";0;0;
"Westerwolde";26571;"2023-05-15";"2023-05-21";0;0;177,19
"Westland";112448;"2023-05-15";"2023-05-21";0;0;238,45
"Weststellingwerf";26278;"2023-05-15";"2023-05-21";0;0;
"Wierden";24643;"2023-05-15";"2023-05-21";0;0;360,75
"Wijchen";41344;"2023-05-15";"2023-05-21";1;2,4;52,1
"Wijdemeren";24494;"2023-05-15";"2023-05-21";0;0;171,4
"Wijk bij Duurstede";23921;"2023-05-15";"2023-05-21";0;0;0,1
"Winterswijk";29185;"2023-05-15";"2023-05-21";0;0;137,54
"Woensdrecht";22112;"2023-05-15";"2023-05-21";0;0;46,19
"Woerden";52882;"2023-05-15";"2023-05-21";1;1,9;52,06
"Wormerland";16381;"2023-05-15";"2023-05-21";0;0;43,58
"Woudenberg";13873;"2023-05-15";"2023-05-21";0;0;253,09
"Zaanstad";157166;"2023-05-15";"2023-05-21";1;0,6;139,29
"Zaltbommel";29957;"2023-05-15";"2023-05-21";0;0;48,1
"Zandvoort";17107;"2023-05-15";"2023-05-21";0;0;192,85
"Zeewolde";23348;"2023-05-15";"2023-05-21";0;0;
"Zeist";65987;"2023-05-15";"2023-05-21";0;0;163,26
"Zevenaar";44645;"2023-05-15";"2023-05-21";0;0;
"Zoetermeer";125767;"2023-05-15";"2023-05-21";0;0;117,45
"Zoeterwoude";9302;"2023-05-15";"2023-05-21";0;0;117,45
"Zuidplas";45794;"2023-05-15";"2023-05-21";0;0;145,41
"Zundert";22260;"2023-05-15";"2023-05-21";0;0;37,35
"Zutphen";48330;"2023-05-15";"2023-05-21";1;2,1;31,62
"Zwartewaterland";23012;"2023-05-15";"2023-05-21";0;0;71,51
"Zwijndrecht";44789;"2023-05-15";"2023-05-21";0;0;120,51
"Zwolle";130668;"2023-05-15";"2023-05-21";1;0,8;223,95
